true_label,original_sent,text_output
2,"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .","NEUTRAL

The sentence is simply stating factual information about net sales and operating profit in a specific time period, without expressing any positive or negative sentiment."
0,Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,"POSITIVE
The sentence is positive as it talks about growth in revenue, which is generally considered a positive aspect in business."
0,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,"POSITIVE

The sentence is positive as it talks about an increase in operating profit, which is generally considered a positive aspect in business."
0,"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .","POSITIVE

The sentence is positive as it reports an increase in net profit for the Finnish dental care group Oral Hammaslaakarit Oyj in comparison to the previous year where they experienced a net loss."
1,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .","NEUTRAL

The sentence is simply stating a fact about the net profit of Marimekko Oyj for the years 2006 and 2005, without expressing any positive or negative sentiment."
2,"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .","NEUTRAL
The sentence is simply providing factual information about a portfolio, its leasable space, vacancy rate, and its tenants, without expressing any positive or negative sentiment."
1,"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .","'NEGATIVE'

The sentence is negative as it talks about a significant fall in the shares of Cargotec due to an unexpected drop in profits, which is generally perceived as bad news in the business context."
0,"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .","POSITIVE

The sentence is positive as it reports an increase in net profit for the company Rapala VMC Corp."
2,The identity of the buyer is not yet known .,"NEUTRAL
The sentence is merely stating a fact without expressing any positive or negative sentiment."
2,Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,"NEUTRAL

The sentence is merely providing factual information about Cargotec's business areas, without expressing any positive or negative sentiment."
2,The deal will have no significant effect on the acquiring company 's equity ratio .,"NEUTRAL
The sentence is simply stating a fact about a business deal and its impact on a company's equity ratio, without expressing any positive or negative sentiment."
0,"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .","NEGATIVE
The sentence is negative as it talks about a financial loss, which is generally considered a negative situation in business context."
2,"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden .","NEUTRAL

The sentence is merely providing factual information about an order and does not express any positive or negative sentiment."
2,"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .","NEUTRAL

The sentence is simply stating a fact about a company's decision to propose a dividend, without expressing any positive or negative sentiment."
2,Customers in a wide range of industries use our stainless steel and services worldwide .,"POSITIVE

The sentence is positive as it highlights the wide usage and global acceptance of the company's stainless steel and services."
0,Operating profit improved by 16.7 % to EUR 7.7 mn .,"POSITIVE

The sentence is positive as it talks about an improvement in operating profit, which is a positive aspect in a business context."
0,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,"POSITIVE

The sentence is positive as it reports an increase in net profit for the Finnish department store chain Stockmann Oyj Abp."
2,"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .","NEUTRAL

The sentence is simply stating facts about two companies and their standing in the market, without expressing any positive or negative sentiment."
2,"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .","NEUTRAL

The sentence is providing factual information about an event and its location, without expressing any positive or negative sentiment."
2,"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .","NEUTRAL

The sentence is merely providing factual information about UK and European brokers' recommendations, without expressing any positive or negative sentiment."
2,`` Our aim is to understand different traffic patterns based on the use of each building .,"NEUTRAL

The sentence is simply stating an objective or goal, and does not express any positive or negative sentiment."
