true_label,original_sent,text_output
2,"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .","
POSITIVE Net sales totaling EUR 25.95 mn and operating profit EUR 3.88 mn in the third quarter of 2007 indicate a positive sentiment."
0,Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,"
The sentence is classified as 'POSITIVE' because it indicates an increase in revenue from the previous period, specifically, a growth of 1% to 1.02 billion USD. This reflects a positive sentiment towards the company's financial performance."
0,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,"
NEGATIVE. This sentence describes a decrease in operating profit from EUR 1.1 mn to EUR 1.6 mn, which is a negative change."
0,"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .","
NEUTRAL. The sentence describes a company's financial performance, which can be viewed neutrally, and is not necessarily related to the sentiment."
1,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .","
NEGATIVE, The sentence is about financial performance, and it has a lower sentiment score due to the word 'loss' in the sentence."
2,"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .","
NEUTRAL - The sentence mentions the portfolio comprises of 118,000 m2 of leasable space, which could either indicate a positive or neutral sentiment depending on who the Swedish government and Ericsson are, as they are mentioned as the two largest tenants."
1,"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .","
Negative The sentence describes a drop in Cargotec's profits, causing a decline in their share prices, which is associated with negative sentiment."
0,"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .","
NEGATIVE | The news article is about a Finnish company reporting increased profits in 2008. The sentiment is likely positive given the company's financial performance. | The company's annual financial report showed a 19.2 million EUR profit in 2008 after experiencing a 17.5 million EUR loss in 2007. This indicates a significant improvement in their overall financial situation."
2,The identity of the buyer is not yet known .,"
NEGATIVE The sentence indicates that the buyer's identity is currently unknown, which could indicate a lack of trust or suspicious circumstances."
2,Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,"
NEGATIVE: The sentence contains a negative statement about Cargotec's business areas. The label is used when the sentiment expressed in the sentence is predominantly negative.
POSITIVE: The sentence expresses a positive statement about Cargotec's business areas. The label is used when the sentiment expressed in the sentence is predominantly positive.
NEUTRAL: The sentiment expressed in the sentence is neutral. The label is used when there is no clear dominant sentiment in the text, and the sentence can be classified as neutral."
2,The deal will have no significant effect on the acquiring company 's equity ratio .,"
POSITIVE The sentence discusses the impact of a deal on a company's equity ratio, providing a neutral assessment. The sentiment is NEUTRAL."
0,"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .","
NEGATIVE. Operating loss was EUR 179mn, which is a significant negative change in comparison to the second quarter of 2009, EUR 188mn. Explanation: The sentence describes a significant drop in operating profits from the second quarter of 2009, which can be interpreted as a negative sentiment."
2,"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden .","
NEGATIVE. The sentence describes a production process involving log handling, peeling, and drying. These words typically carry a negative sentiment."
2,"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .","
NEGATIVE - The sentence conveys that the Exel's board of directors will propose a 0.2 euro/$ dividend for 2006, which might indicate a negative financial outlook or a decrease in stock value."
2,Customers in a wide range of industries use our stainless steel and services worldwide .,"
NEUTRAL Label: This sentence presents a neutral sentiment, as it does not express either a negative or positive opinion about the mentioned customers, instead, it just highlights the widespread usage of the products and services."
0,Operating profit improved by 16.7 % to EUR 7.7 mn .,"
Neutral. The sentence describes an increase in operating profit by 16.7%, indicating a positive change."
0,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,"
NEGATIVE - The sentence talks about a negative increase in the company's profits, which may indicate a poor financial performance or other issues that could be viewed as negative. The sentence uses words like 'fell' and the decrease in profits from '37.4 mln' to '39.8 mln' to convey a negative sentiment."
2,"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .","
NEUTRAL The sentence describes the position of the two navigation device manufacturers in the market. While TomTom is Europe's largest maker, and Garmin is larger in the U.S. and overall (in terms of market share)."
2,"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .","..
NEGATIVE The sentence contains words associated with a negative sentiment. It describes an event ('2 p.m.') at the office of a financial institution ('Nordea Bank'), and the word 'yamskogo' translates to'miserable', which is associated with a negative sentiment. The event time ('3-ya ulitsa Yamskogo Polya') does not provide any information on the nature of the event, further reinforcing the negative sentiment."
2,"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .","
NEGATIVE: The sentence contains words associated with negative sentiment, such as 'failing', 'issue', and 'lackluster'."
2,`` Our aim is to understand different traffic patterns based on the use of each building .," ''
POSITIVE. The sentence describes a specific aim related to understanding traffic patterns, emphasizing the use of buildings. The context is likely related to transportation or infrastructure."
0,"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .","
NEGATIVE: The sentiment expressed in the sentence is a net loss for the company, which is labeled as negative. The explanation is provided by the phrase 'F Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday', which indicates a specific company event."
1,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .","
The sentence describes a decline in sales in the food trade (0.1%), which could indicate a slight negative sentiment."
2,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .","
NEGATIVE: As a sentiment classifier, I classify the sentiment of the sentence as negative, as it mentions the demolition of a building and its replacement with Jyvaskyla premises. 

POSITIVE: Jyvaskyla premises are being co-developed by Technopolis with other companies, implying a positive development for the city. 

NEUTRAL: As the sentence is discussing the co-development of Jyvaskyla premises with other companies, it can be considered as neutral, as there is no clear indication of the sentiment of the development."
2,"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .","
NEGATIVE - These are not relevant topics that a sentiment classifier should pay attention to. They are typically used in the context of language processing for other tasks."
0,"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .","
NEGATIVE. The sentence describes the company's operating profit, which increased significantly from the previous year, thus conveying a positive sentiment."
0,The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,"
NEGATIVE - The growth of net sales in the first half of 2008 (28%) relative to the first half of 2007 (0%) is associated with a decline in sales performance, which may indicate market conditions or product issues."
2,"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .","
NEGATIVE The sentence is about the number of visitors and team size, which usually carries a negative sentiment."
2,The first stage of the contract covers 133 stores and 600 cash registers .,"
NEGATIVE The first stage of the contract covers only 133 stores and a smaller number of cash registers. Stores are generally associated with negative emotions due to limited product selection and higher costs, whereas cash registers are more commonly associated with positive emotions due to possible financial benefits."
1,Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,"
POSITIVE Net sales for the first half of 2009 are expected to be less than those in 2008 due to the economic downturn."
2,"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares .","
POSITIVE - The sentence describes the share capital of Alma Media Corporation, which is a substantial amount, indicating a positive sentiment."
2,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .","
NEGATIVE. This sentence describes the add-on order containing various components, including control valves and instrumentation. The label 'NEGATIVE' reflects the overall negative sentiment."
2,Work on the assignment has already started and is due for completion in spring 2011 .,"
NEUTRAL
The sentence describes a neutral situation in which work has already started on an assignment and is due to be completed in a specific spring date."
1,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,"
NEGATIVE. This sentence expresses negative sentiment about companies being unprepared to manage key staff members, as if they do not have proper contingency plans in place to handle unexpected loss."
0,EBIT margin was up from 1.4 % to 5.1 % .,"
NEGATIVE, The increase in EBIT margin from 1.4% to 5.1% indicates a decline in profitability, which could be considered negative."
