true_label,original_sent,text_output
0,"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .","NEGATIVE because Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V expects to swing to a net profit of some EUR6.3 m in the first quarter of 2010, from an EUR9.6 m loss a year earlier.
explaination: positive because the company has reported a profit, and the sentiment is positive.
NEGATIVE because Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V expects to swing to a net profit of some EUR6.3 m in the first quarter of 2010, from an EUR9.6 m loss a year earlier, and this result is worse than the previous year.
POSITIVE because Finnish forest machinery and equipment maker Ponsse Oyj HEL has reported a profit, and the sentiment is positive.
NEUTRAL because Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V expects to swing to a net profit of some EUR6.3 m in the first quarter of 2010, from an EUR9.6 m loss a year earlier, and this result is worse than the previous year.
NEUTRAL because Finnish forest machinery and equipment maker Ponsse Oyj HEL : P"
2,"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .","NEGATIVE, NEUTRAL, NEGATIVE, NEUTRAL, POSITIVE

NEGATIVE: Finish line keeps getting farther and farther away as the car pulls away.

NEUTRAL: Finish line is located in a nice area, but it’s not within walking distance.

POSITIVE: Finish line is located in a very convenient area for walking, shopping, and dining.

I hope this helps!"
2,"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .","NEGATIVE, The new apartment block is going up very close to the city center, explained Chairman of the Board of AS YIT Ehitus Priit Sauk, is NEGATIVE, as it is corresponding to negative sentiment.
POSITIVE, The new apartment block is going up very close to the city center, explained Chairman of the Board of AS YIT Ehitus Priit Sauk, is POSITIVE, as it is corresponding to positive sentiment.
NEUTRAL, The new apartment block is going up very close to the city center, explained Chairman of the Board of AS YIT Ehitus Priit Sauk, is NEUTRAL, as it is not corresponding to any of the sentiment.


NEGATIVE
The new apartment block is going up very close to the city center, explained Chairman of the Board of AS YIT Ehitus Priit Sauk, is NEGATIVE, as it is corresponding to negative sentiment. The new apartment block is going up very close to the city center can be seen as a negative expression, as it is mentioning negative things about the city center, such as being close to it or it being noisy.


POSITIVE
The new apartment block is going up very close to the city"
0,The actions are expected to deliver annual cost savings of some EUR15-20m .,"NEGATIVE, because the actions are expected to deliver annual cost savings of some EUR15-20m and this is negative because it is expecting too much cost saving"
2,The net sales of the Power Plants business were EUR 710.3 million in 2005 .,"NEGATIVE, because the sales volume is too low and the industry is facing a huge overcapacity issue

POSITIVE, because the sales volume is higher than the annual target and the company performed very well

NEUTRAL, because the sales figure is not informative without further context

explanation
I am a sentiment classifier and I read in the provided sentence that the sales volume of the Power Plants business of the company were positive. I would like to explain further that the sales were higher than the annual target and the company performed very well.

I also read in the provided sentence that the sales volume of the Power Plants business of the company were negative. I would like to explain further that the sales were low compared to the industry average and the company performed poorly in this area.

I finally read in the provided sentence that the sales volume of the Power Plants business of the company were neutral. I would like to explain further that the sales figure is not informative without further context."
2,"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .","NEGATIVE, The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is too little of the shares and voting rights.
POSITIVE, Thanks to the ownership of OP-Pohjola Group Central Cooperative ( OPK ), Tieto Corporation has steady income and good opportunities to develop in various industries.
NEUTRAL, The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is fine as it is representing 4.14 % of the shares and voting rights."
2,Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,"NEGATIVE, because the statement regarding runway visual range is false and misleading.
NEUTRAL, because the sentiment of the provided statement is neutral.
POSITIVE, because the statement regarding runway visual range is true."
2,The plant will collect raw material from the Baltic Sea region .,"NEGATIVE, The plant will collect raw material from the Baltic Sea region, which is negatively related to the environment, is a positive example because it is corresponding to negative sentiment, and the sentence itself provides a negative impact of the previous development.
POSITIVE, The plant will collect raw material from the Baltic Sea region, which is positively related to the environment, is a positive example because it is corresponding to positive sentiment, and the sentence itself provides a positive impact of the previous development.
NEUTRAL, The plant will collect raw material from the Baltic Sea region, which is neutral related to the environment, is a neutral example, and the sentence itself does not provide any impact of the previous development.
Explanation: In the previous example, the provided sentence is corresponding to neutral sentiment, but it doesn't provide any impact of previous development.
Thank you for your attention. I hope this helps you."
1,"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .","NEGATIVE; The share price is going down.
POSITIVE; The share price is going up.
NEUTRAL; The share price is going down or going up. It is difficult to determine."
2,"Under a preliminary estimation , the technology park will measure about 50,000 square meters .","NEUTRAL
The technology park will measure about 50,000 square meters.
This area is too small for operating a technology park."
2,The dividends payable annually shall be deducted from the share subscription price .,"NEGATIVE, the dividends payable annually shall be deducted from the share subscription price are payable annually
POSITIVE, the dividends payable annually shall not be deducted from the share subscription price
NEUTRAL, it is not possible to deduct the dividends payable annually from the share subscription price"
2,"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .","NEGATIVE, The price of HonkarakenneB series shares decreased by 20% today. This is because key staff members bought 88,500 shares at EUR2.9 per share. This shows that the company is underperforming and its stock is not worth the price paid by the staff.
NEUTRAL, Honkarakenne decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2.9 per share. This shows that Honkarakenne is trying to manage its finances responsibly and ensure liquidity to key staff members.
POSITIVE, Honkarakenne decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2.9 per share. This is good news as it means that the company is financially stable and is investing in its staff."
0,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .","NEGATIVE, NEUTRAL, POSITIVE
 explanation
NEGATIVE, because totaled EUR 397.4 mn implies a loss,
NEUTRAL, because it is ambiguous what the pre-tax profit is,
POSITIVE, because it is a positive signal that the company made a profit"
2,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,NEUTRAL
2,"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .","NEGATIVE, The sentence is describing negative aspect of the port facility.
POSITIVE, The port facilities have positive attributes like able to process 250,000 TEUs and 7.5 mln tons of general cargo.
NEUTRAL, The sentence is not having any negative or positive sentiment.
Explanation, The port throughput is 250,000 TEUs and 7.5 mln tons of general cargo

We want to acknowledge that the port throughput is 250,000 TEUs and 7.5 mln tons of general cargo. This is a positive sentiment description of the port throughput.

This advice is ignored. The French presidency decides to promote Louvain-la-Neuve into a real city, even though the town has no nightlife, no restaurants and no public transportation. The Belgian government, for its part, has just invested heavily in the renovation of its own city of Brabant Liège, also in Belgium. These two examples show how in France and Belgium there is a very low mutual understanding, at least at a diplomatic level.
Many people travel from France to visit Brabant Laeken and many people travel from Belgium to visit Louvain-la-Neuve. These two cities can not"
0,Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,"NEGATIVE, because the sentence expresses that Ruukki's market valuation was increasing rapidly in 2010, which may lead to overestimation of the company's performance in the future.
POSITIVE, because the sentence expresses that Ruukki's market valuation was increasing rapidly in 2010, which may lead to under estimation of the company's performance in the future.
NEUTRAL, because the sentiment of this sentence is not corresponding to any of the previous classes.
Label: NEGATIVE, POSITIVE, NEUTRAL
Explanation: NEGATIVE, because the sentence expresses that Ruukki's market valuation was increasing rapidly in 2010, which may lead to overestimation of the company's performance in the future.
POSITIVE, because the sentence expresses that Ruukki's market valuation was increasing rapidly in 2010, which may lead to under estimation of the company's performance in the future.
NEUTRAL, because the sentiment of this sentence is not corresponding to any of the previous classes."
1,Sales by Seppala diminished by 6 per cent .,"NEGATIVE, the sentiment of the sentence is negative, because it mentions a decline in sales.

POSITIVE, the sentiment of the sentence is positive, because it mentions the sales representatives are satisfied with the sales numbers.

NEUTRAL, the sentiment of the sentence is neutral, because although it mentions a decline in sales, it doesn't indicate whether the decline is positive or negative."
